ClientID,age,job,marital,education,default,balance,housing,loan,contact,month,pdays,previous,poutcome,actual_subscription,prediction_probability,prediction_high_precision,prediction_high_recall,prediction_balanced
452,27,technician,married,secondary,no,1577,yes,yes,unspecified,may,-1,0,unknown_outcome,No,0.055,No,No,No
453,32,blue-collar,married,secondary,no,34,yes,no,cellular,may,-1,0,unknown_outcome,No,0.03,No,No,No
454,44,management,married,tertiary,no,795,no,no,cellular,aug,-1,0,unknown_outcome,No,0.01,No,No,No
455,42,blue-collar,married,secondary,no,117,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.07,No,No,No
456,34,self-employed,single,tertiary,no,5462,no,no,cellular,apr,-1,0,unknown_outcome,Yes,0.025,No,No,No
457,25,services,single,secondary,no,402,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.15,No,Yes,No
458,40,technician,single,secondary,no,641,no,no,cellular,jul,-1,0,unknown_outcome,No,0.0,No,No,No
459,43,management,divorced,tertiary,no,36,no,no,cellular,may,102,2,failure,No,0.13,No,Yes,No
460,55,unemployed,married,tertiary,no,383,no,no,unspecified,may,-1,0,unknown_outcome,No,0.52,No,Yes,Yes
461,50,blue-collar,married,secondary,no,283,yes,no,cellular,aug,-1,0,unknown_outcome,No,0.305,No,Yes,No
462,45,management,divorced,tertiary,no,0,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.085,No,No,No
463,35,blue-collar,divorced,secondary,no,3102,yes,no,cellular,nov,-1,0,unknown_outcome,No,0.43,No,Yes,Yes
464,32,blue-collar,married,secondary,no,889,yes,no,cellular,sep,99,5,success,Yes,0.13,No,Yes,No
465,59,housemaid,married,secondary,no,0,no,no,telephone,feb,99,4,failure,No,0.295,No,Yes,No
466,34,self-employed,married,secondary,no,-370,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.08,No,No,No
467,39,management,married,tertiary,no,-606,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.12,No,Yes,No
468,40,management,single,secondary,no,10378,yes,no,cellular,nov,-1,0,unknown_outcome,No,0.27,No,Yes,No
469,36,blue-collar,single,primary,no,1313,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.305,No,Yes,No
470,40,management,married,tertiary,no,8969,yes,no,cellular,nov,-1,0,unknown_outcome,No,0.23,No,Yes,No
471,55,self-employed,married,secondary,no,-196,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.13,No,Yes,No
472,38,entrepreneur,married,secondary,yes,15,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.255,No,Yes,No
473,61,admin.,married,secondary,no,4608,no,no,cellular,mar,-1,0,unknown_outcome,Yes,0.165,No,Yes,No
474,41,management,married,tertiary,no,666,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.065,No,No,No
475,57,blue-collar,married,primary,no,452,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.025,No,No,No
476,48,blue-collar,married,secondary,no,149,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.77,Yes,Yes,Yes
477,77,retired,married,tertiary,no,7802,no,no,telephone,may,92,2,success,Yes,0.16,No,Yes,No
478,35,services,married,secondary,no,1453,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.02,No,No,No
479,54,blue-collar,married,secondary,no,1480,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.07,No,No,No
480,37,management,single,tertiary,no,715,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.33,No,Yes,No
481,56,management,single,secondary,no,237,yes,no,telephone,jul,-1,0,unknown_outcome,No,0.27,No,Yes,No
482,40,technician,married,secondary,no,694,yes,no,cellular,feb,196,5,failure,No,0.07,No,No,No
483,40,management,married,tertiary,no,0,no,no,cellular,jul,-1,0,unknown_outcome,No,0.395,No,Yes,No
484,54,management,married,tertiary,no,55,yes,no,cellular,jun,-1,0,unknown_outcome,No,0.105,No,No,No
485,55,housemaid,married,primary,no,136,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.065,No,No,No
486,55,services,divorced,secondary,yes,-404,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.185,No,Yes,No
487,52,blue-collar,married,primary,no,779,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.32,No,Yes,No
488,55,blue-collar,single,primary,no,1187,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.05,No,No,No
489,33,management,married,tertiary,no,641,yes,no,cellular,aug,-1,0,unknown_outcome,No,0.035,No,No,No
490,52,blue-collar,married,secondary,no,826,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.22,No,Yes,No
491,33,services,divorced,secondary,no,991,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.39,No,Yes,No
492,53,admin.,married,secondary,no,1796,no,no,telephone,mar,91,2,success,Yes,0.015,No,No,No
493,46,admin.,married,secondary,no,22,no,no,cellular,aug,-1,0,unknown_outcome,Yes,0.41,No,Yes,Yes
494,44,technician,single,secondary,no,244,yes,no,cellular,aug,-1,0,unknown_outcome,Yes,0.06,No,No,No
495,48,management,divorced,tertiary,no,1328,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.295,No,Yes,No
496,50,housemaid,married,secondary,no,7317,yes,no,cellular,may,370,1,failure,No,0.14,No,Yes,No
497,34,technician,single,secondary,no,4943,yes,yes,cellular,nov,-1,0,unknown_outcome,No,0.03,No,No,No
498,38,technician,single,secondary,no,258,no,yes,unspecified,jun,-1,0,unknown_outcome,No,0.725,No,Yes,Yes
499,42,management,single,tertiary,no,515,yes,no,cellular,nov,-1,0,unknown_outcome,No,0.015,No,No,No
500,32,management,single,tertiary,no,12607,no,no,cellular,aug,84,1,failure,No,0.255,No,Yes,No
501,58,admin.,married,secondary,no,2,yes,yes,telephone,jul,-1,0,unknown_outcome,No,0.43,No,Yes,Yes
502,31,management,married,tertiary,no,13,no,no,cellular,aug,-1,0,unknown_outcome,No,0.135,No,Yes,No
503,19,student,single,primary,no,103,no,no,cellular,jul,-1,0,unknown_outcome,Yes,0.345,No,Yes,No
504,41,management,married,tertiary,no,3872,no,no,cellular,oct,-1,0,unknown_outcome,No,0.45,No,Yes,Yes
505,31,unemployed,married,secondary,no,296,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.05,No,No,No
506,52,self-employed,single,primary,no,217,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.175,No,Yes,No
507,42,self-employed,divorced,tertiary,no,360,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.915,Yes,Yes,Yes
508,41,blue-collar,single,secondary,no,428,yes,no,cellular,may,-1,0,unknown_outcome,No,0.03,No,No,No
509,30,blue-collar,single,secondary,no,315,no,no,cellular,jun,-1,0,unknown_outcome,Yes,0.375,No,Yes,No
510,38,blue-collar,married,secondary,no,121,yes,yes,cellular,feb,212,2,failure,No,0.01,No,No,No
511,32,management,married,tertiary,no,820,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.085,No,No,No
512,52,technician,married,secondary,no,195,yes,no,cellular,feb,63,5,failure,Yes,0.105,No,No,No
513,48,management,divorced,tertiary,no,108,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.23,No,Yes,No
514,36,management,married,tertiary,no,-381,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.095,No,No,No
515,45,unemployed,divorced,primary,no,757,no,no,cellular,apr,325,4,failure,No,0.39,No,Yes,No
516,34,technician,married,tertiary,no,691,yes,yes,unspecified,jun,-1,0,unknown_outcome,No,0.165,No,Yes,No
517,36,blue-collar,married,primary,no,1925,yes,no,cellular,apr,-1,0,unknown_outcome,Yes,0.045,No,No,No
518,34,management,married,tertiary,no,902,yes,no,cellular,may,367,2,other,No,0.255,No,Yes,No
519,61,retired,married,secondary,no,5207,no,no,cellular,sep,81,2,other,No,0.095,No,No,No
520,54,services,married,secondary,no,0,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.025,No,No,No
521,50,entrepreneur,married,secondary,no,665,no,no,telephone,nov,-1,0,unknown_outcome,No,0.635,No,Yes,Yes
522,43,admin.,divorced,secondary,no,738,yes,no,cellular,nov,191,4,failure,No,0.045,No,No,No
523,47,blue-collar,married,primary,no,233,no,no,cellular,aug,-1,0,unknown_outcome,No,0.925,Yes,Yes,Yes
524,45,services,married,secondary,no,-839,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.05,No,No,No
525,57,retired,married,primary,no,5799,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.02,No,No,No
526,27,admin.,married,secondary,no,1033,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.02,No,No,No
527,49,unemployed,divorced,secondary,no,66,no,no,cellular,jul,-1,0,unknown_outcome,No,0.04,No,No,No
528,43,services,married,primary,no,2567,yes,no,cellular,may,360,2,failure,No,0.04,No,No,No
529,40,management,married,tertiary,no,1584,yes,no,telephone,nov,-1,0,unknown_outcome,No,0.03,No,No,No
530,32,services,single,secondary,no,182,yes,no,cellular,may,-1,0,unknown_outcome,No,0.13,No,Yes,No
531,58,management,married,primary,no,76,yes,no,telephone,may,-1,0,unknown_outcome,No,0.1,No,No,No
532,34,admin.,single,secondary,no,663,yes,no,cellular,apr,-1,0,unknown_outcome,No,0.265,No,Yes,No
533,46,technician,divorced,secondary,no,3455,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.21,No,Yes,No
534,29,blue-collar,married,secondary,no,15,no,no,cellular,jun,-1,0,unknown_outcome,No,0.17,No,Yes,No
535,52,blue-collar,married,primary,no,1054,no,no,cellular,aug,-1,0,unknown_outcome,No,0.195,No,Yes,No
536,45,management,married,tertiary,no,1529,no,no,cellular,jun,-1,0,unknown_outcome,No,0.245,No,Yes,No
537,26,management,single,secondary,no,63,no,no,cellular,jul,-1,0,unknown_outcome,No,0.07,No,No,No
538,40,technician,married,tertiary,no,0,no,no,cellular,aug,-1,0,unknown_outcome,No,0.125,No,Yes,No
539,41,admin.,married,secondary,no,920,yes,yes,unspecified,may,-1,0,unknown_outcome,No,0.31,No,Yes,No
540,47,admin.,single,secondary,no,3696,no,no,cellular,jul,181,4,success,Yes,0.12,No,Yes,No
541,27,technician,single,secondary,no,59,no,no,cellular,jul,-1,0,unknown_outcome,No,0.59,No,Yes,Yes
542,27,services,married,secondary,no,0,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.145,No,Yes,No
543,48,blue-collar,married,secondary,no,157,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.46,No,Yes,Yes
544,49,admin.,married,secondary,no,2465,no,no,cellular,aug,-1,0,unknown_outcome,No,0.205,No,Yes,No
545,35,blue-collar,married,primary,no,0,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.555,No,Yes,Yes
546,47,self-employed,married,secondary,yes,2,no,no,cellular,feb,-1,0,unknown_outcome,No,0.34,No,Yes,No
547,54,management,married,tertiary,no,0,no,no,cellular,jul,-1,0,unknown_outcome,No,0.8,Yes,Yes,Yes
548,39,management,single,tertiary,no,12437,no,no,telephone,nov,-1,0,unknown_outcome,No,0.32,No,Yes,No
549,28,student,single,secondary,no,378,yes,no,cellular,apr,-1,0,unknown_outcome,No,0.03,No,No,No
550,54,blue-collar,married,primary,no,211,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.17,No,Yes,No
551,34,technician,married,secondary,no,-228,yes,no,cellular,apr,332,3,other,No,0.125,No,Yes,No
552,63,retired,married,secondary,no,2747,no,no,cellular,sep,80,1,failure,No,0.12,No,Yes,No
553,42,self-employed,married,tertiary,no,1932,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.06,No,No,No
554,43,technician,single,secondary,no,11269,no,no,unspecified,may,-1,0,unknown_outcome,No,0.045,No,No,No
555,37,admin.,married,secondary,no,1314,yes,no,cellular,may,85,7,success,No,0.155,No,Yes,No
556,55,blue-collar,married,primary,no,2275,no,no,cellular,aug,-1,0,unknown_outcome,No,0.7,No,Yes,Yes
557,43,management,single,tertiary,no,1304,no,no,cellular,aug,-1,0,unknown_outcome,Yes,0.145,No,Yes,No
558,41,blue-collar,married,secondary,yes,720,no,yes,cellular,jul,-1,0,unknown_outcome,Yes,0.915,Yes,Yes,Yes
559,47,technician,divorced,secondary,no,2914,yes,no,cellular,aug,-1,0,unknown_outcome,No,0.05,No,No,No
560,34,technician,married,secondary,no,1464,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.075,No,No,No
561,28,student,single,secondary,no,11555,no,no,cellular,apr,-1,0,unknown_outcome,No,0.055,No,No,No
562,36,services,married,secondary,no,-302,yes,no,cellular,may,-1,0,unknown_outcome,No,0.38,No,Yes,No
563,50,technician,married,secondary,no,2497,yes,no,cellular,nov,176,1,failure,No,0.825,Yes,Yes,Yes
564,35,blue-collar,married,secondary,no,-339,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.17,No,Yes,No
565,40,technician,married,secondary,no,56,yes,yes,cellular,jan,247,1,failure,No,0.05,No,No,No
566,26,self-employed,single,tertiary,no,211,no,no,cellular,jan,-1,0,unknown_outcome,No,0.35,No,Yes,No
567,36,management,divorced,tertiary,no,3611,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.025,No,No,No
568,59,unemployed,married,primary,no,0,no,no,cellular,jan,-1,0,unknown_outcome,No,0.025,No,No,No
569,28,student,single,secondary,no,459,no,no,cellular,mar,-1,0,unknown_outcome,No,0.025,No,No,No
570,46,entrepreneur,married,tertiary,no,242,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.065,No,No,No
571,50,self-employed,married,secondary,no,1138,no,no,cellular,aug,-1,0,unknown_outcome,No,0.045,No,No,No
572,53,management,married,tertiary,no,1319,yes,no,cellular,apr,150,1,failure,No,0.02,No,No,No
573,81,retired,married,secondary,no,1,no,no,cellular,aug,-1,0,unknown_outcome,No,0.175,No,Yes,No
574,35,services,divorced,secondary,no,67,yes,no,cellular,may,-1,0,unknown_outcome,No,0.2,No,Yes,No
575,58,retired,married,secondary,no,937,no,no,cellular,aug,-1,0,unknown_outcome,No,0.425,No,Yes,Yes
576,44,services,married,secondary,no,0,yes,yes,cellular,may,-1,0,unknown_outcome,No,0.435,No,Yes,Yes
577,38,management,married,tertiary,no,-558,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.47,No,Yes,Yes
578,49,blue-collar,married,secondary,no,171,no,no,cellular,feb,175,2,other,No,0.39,No,Yes,No
579,33,technician,single,tertiary,no,696,no,yes,cellular,feb,176,8,failure,No,0.08,No,No,No
580,29,management,married,tertiary,no,361,yes,yes,cellular,jul,-1,0,unknown_outcome,No,0.315,No,Yes,No
581,28,technician,single,secondary,no,227,no,no,cellular,apr,-1,0,unknown_outcome,Yes,0.31,No,Yes,No
582,31,admin.,married,secondary,no,236,yes,yes,telephone,may,-1,0,unknown_outcome,No,0.25,No,Yes,No
583,33,management,single,tertiary,no,-53,no,no,cellular,jan,-1,0,unknown_outcome,No,0.335,No,Yes,No
584,52,technician,married,secondary,no,192,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.25,No,Yes,No
585,43,management,divorced,tertiary,no,38,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.055,No,No,No
586,32,self-employed,single,secondary,no,518,yes,no,cellular,may,-1,0,unknown_outcome,No,0.425,No,Yes,Yes
587,36,self-employed,married,tertiary,no,16,yes,yes,cellular,jul,-1,0,unknown_outcome,No,0.15,No,Yes,No
588,41,blue-collar,married,secondary,no,-256,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.22,No,Yes,No
589,43,blue-collar,married,secondary,no,105,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.02,No,No,No
590,45,self-employed,married,tertiary,no,334,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.145,No,Yes,No
591,39,technician,married,secondary,no,1048,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.28,No,Yes,No
592,41,services,married,secondary,no,108,yes,yes,unspecified,may,-1,0,unknown_outcome,No,0.29,No,Yes,No
593,31,technician,married,secondary,no,660,no,no,cellular,jun,-1,0,unknown_outcome,No,0.31,No,Yes,No
594,37,unemployed,single,tertiary,yes,0,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.095,No,No,No
595,28,entrepreneur,married,tertiary,no,1034,no,no,cellular,jan,-1,0,unknown_outcome,No,0.07,No,No,No
596,47,housemaid,married,primary,no,201,yes,no,cellular,aug,382,1,failure,No,0.085,No,No,No
597,37,housemaid,married,primary,no,189,no,no,cellular,aug,-1,0,unknown_outcome,No,0.005,No,No,No
598,60,retired,divorced,secondary,no,-49,yes,no,cellular,jan,261,2,failure,No,0.105,No,No,No
599,43,technician,divorced,secondary,no,1413,yes,no,telephone,jul,-1,0,unknown_outcome,No,0.205,No,Yes,No
600,58,retired,divorced,tertiary,no,264,yes,yes,cellular,jul,-1,0,unknown_outcome,No,0.335,No,Yes,No
601,52,entrepreneur,married,tertiary,no,54,yes,yes,telephone,nov,-1,0,unknown_outcome,No,0.41,No,Yes,Yes
602,50,blue-collar,married,primary,no,12519,yes,no,cellular,apr,147,4,success,No,0.04,No,No,No
603,32,services,single,secondary,no,2881,no,no,cellular,jul,-1,0,unknown_outcome,Yes,0.105,No,No,No
604,42,blue-collar,married,primary,no,0,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.15,No,Yes,No
605,31,admin.,married,secondary,no,88,yes,yes,cellular,aug,-1,0,unknown_outcome,No,0.255,No,Yes,No
606,28,blue-collar,married,secondary,no,1020,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.205,No,Yes,No
607,36,technician,divorced,tertiary,no,119,no,no,cellular,jul,-1,0,unknown_outcome,No,0.21,No,Yes,No
608,51,unemployed,single,tertiary,no,1594,no,no,telephone,feb,-1,0,unknown_outcome,No,0.58,No,Yes,Yes
609,46,technician,married,tertiary,no,342,yes,yes,cellular,may,-1,0,unknown_outcome,No,0.44,No,Yes,Yes
610,50,services,single,secondary,no,72,no,no,unspecified,may,-1,0,unknown_outcome,No,0.055,No,No,No
611,32,blue-collar,married,secondary,no,14,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.45,No,Yes,Yes
612,26,entrepreneur,single,tertiary,no,81,no,no,cellular,jul,-1,0,unknown_outcome,No,0.05,No,No,No
613,41,self-employed,married,tertiary,no,231,no,no,cellular,aug,-1,0,unknown_outcome,Yes,0.145,No,Yes,No
614,39,technician,married,tertiary,no,1161,yes,no,cellular,apr,336,1,failure,No,0.22,No,Yes,No
615,31,blue-collar,married,secondary,no,-45,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.49,No,Yes,Yes
616,28,management,single,tertiary,no,231,yes,yes,cellular,jul,-1,0,unknown_outcome,No,0.055,No,No,No
617,31,management,single,secondary,no,36,no,no,cellular,aug,-1,0,unknown_outcome,No,0.025,No,No,No
618,30,technician,married,tertiary,no,1570,yes,no,cellular,may,-1,0,unknown_outcome,No,0.04,No,No,No
619,35,technician,married,tertiary,no,7050,no,no,cellular,aug,182,4,success,Yes,0.335,No,Yes,No
620,33,blue-collar,married,primary,no,3704,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.175,No,Yes,No
621,30,technician,single,tertiary,no,6619,yes,no,cellular,aug,-1,0,unknown_outcome,No,0.78,Yes,Yes,Yes
622,32,blue-collar,single,secondary,no,-84,yes,no,cellular,may,-1,0,unknown_outcome,No,0.245,No,Yes,No
623,40,management,single,tertiary,no,1509,no,no,cellular,may,58,3,failure,No,0.125,No,Yes,No
624,31,self-employed,married,tertiary,no,1134,no,no,cellular,feb,-1,0,unknown_outcome,No,0.03,No,No,No
625,36,technician,married,secondary,no,146,yes,yes,unspecified,may,-1,0,unknown_outcome,No,0.275,No,Yes,No
626,33,management,single,tertiary,no,9449,yes,no,cellular,may,-1,0,unknown_outcome,No,0.04,No,No,No
627,57,retired,married,secondary,no,374,yes,yes,cellular,jul,-1,0,unknown_outcome,No,0.075,No,No,No
628,45,technician,married,secondary,no,88,no,no,cellular,aug,-1,0,unknown_outcome,No,0.025,No,No,No
629,59,management,married,tertiary,no,2764,no,no,cellular,dec,206,2,failure,No,0.065,No,No,No
630,30,management,single,tertiary,no,2,yes,yes,cellular,jul,-1,0,unknown_outcome,Yes,0.045,No,No,No
631,33,technician,married,tertiary,no,8023,no,no,cellular,nov,105,3,failure,No,0.145,No,Yes,No
632,52,blue-collar,married,secondary,no,289,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.21,No,Yes,No
633,83,retired,married,secondary,no,0,no,no,cellular,mar,-1,0,unknown_outcome,No,0.215,No,Yes,No
634,58,self-employed,divorced,tertiary,no,1382,no,no,unspecified,jun,-1,0,unknown_outcome,Yes,0.15,No,Yes,No
635,33,management,divorced,tertiary,yes,280,no,yes,cellular,nov,-1,0,unknown_outcome,No,0.115,No,No,No
636,41,blue-collar,divorced,primary,no,2195,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.13,No,Yes,No
637,31,self-employed,married,secondary,no,33,no,no,cellular,aug,-1,0,unknown_outcome,No,0.295,No,Yes,No
638,35,blue-collar,divorced,secondary,no,275,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.155,No,Yes,No
639,27,management,single,tertiary,no,703,yes,no,unspecified,jun,-1,0,unknown_outcome,Yes,0.295,No,Yes,No
640,57,admin.,divorced,secondary,no,887,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.11,No,No,No
641,56,management,married,tertiary,no,0,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.215,No,Yes,No
642,53,admin.,single,secondary,no,1178,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.735,No,Yes,Yes
643,39,management,married,tertiary,no,2763,yes,no,unspecified,jun,-1,0,unknown_outcome,Yes,0.02,No,No,No
644,32,entrepreneur,single,tertiary,no,890,yes,yes,cellular,aug,-1,0,unknown_outcome,No,0.145,No,Yes,No
645,46,self-employed,married,secondary,no,548,no,no,cellular,aug,-1,0,unknown_outcome,Yes,0.23,No,Yes,No
646,56,technician,married,tertiary,no,272,no,no,cellular,aug,-1,0,unknown_outcome,No,0.22,No,Yes,No
647,46,management,divorced,tertiary,no,6269,yes,no,telephone,nov,112,2,failure,No,0.66,No,Yes,Yes
648,29,entrepreneur,married,secondary,no,178,yes,no,cellular,may,-1,0,unknown_outcome,No,0.335,No,Yes,No
649,60,management,married,primary,no,252,yes,yes,cellular,apr,147,3,failure,No,0.04,No,No,No
650,33,housemaid,single,tertiary,no,23663,yes,no,cellular,apr,146,2,failure,No,0.225,No,Yes,No
651,27,entrepreneur,single,tertiary,no,81,no,no,cellular,feb,199,3,failure,No,0.16,No,Yes,No
652,50,self-employed,divorced,tertiary,no,59,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.225,No,Yes,No
653,45,services,married,secondary,no,1343,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.915,Yes,Yes,Yes
654,58,retired,married,secondary,no,225,no,no,cellular,aug,-1,0,unknown_outcome,No,0.37,No,Yes,No
655,59,retired,married,primary,no,0,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.095,No,No,No
656,58,retired,divorced,primary,no,2538,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.54,No,Yes,Yes
657,64,retired,married,primary,no,43,no,no,cellular,mar,91,1,success,No,0.035,No,No,No
658,47,technician,married,secondary,no,57,no,no,cellular,may,342,1,success,No,0.395,No,Yes,No
659,40,management,married,tertiary,no,-117,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.12,No,Yes,No
660,36,technician,divorced,secondary,no,666,yes,yes,cellular,apr,133,1,other,No,0.285,No,Yes,No
661,28,management,single,tertiary,no,0,yes,no,cellular,jul,-1,0,unknown_outcome,Yes,0.06,No,No,No
662,38,technician,single,tertiary,no,25,yes,no,cellular,jun,-1,0,unknown_outcome,Yes,0.065,No,No,No
663,53,entrepreneur,married,primary,no,1034,yes,no,cellular,nov,170,3,other,No,0.025,No,No,No
664,46,blue-collar,single,secondary,no,324,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.15,No,Yes,No
665,54,technician,married,secondary,no,0,no,no,telephone,nov,94,8,failure,No,0.1,No,No,No
666,32,management,married,tertiary,no,0,no,no,cellular,nov,-1,0,unknown_outcome,No,0.175,No,Yes,No
667,55,management,married,primary,no,621,no,yes,cellular,feb,208,1,failure,No,0.11,No,No,No
668,55,retired,divorced,secondary,no,138,no,no,cellular,jul,-1,0,unknown_outcome,No,0.23,No,Yes,No
669,56,technician,married,secondary,no,4063,no,yes,telephone,jul,-1,0,unknown_outcome,No,0.11,No,No,No
670,40,blue-collar,married,secondary,no,11084,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.125,No,Yes,No
671,44,technician,married,secondary,no,310,yes,no,cellular,feb,253,1,failure,No,0.335,No,Yes,No
672,32,entrepreneur,married,tertiary,no,73,yes,no,cellular,nov,135,1,failure,No,0.43,No,Yes,Yes
673,33,management,married,tertiary,no,1808,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.405,No,Yes,Yes
674,41,unemployed,divorced,secondary,no,1281,no,no,cellular,jul,-1,0,unknown_outcome,No,0.185,No,Yes,No
675,37,technician,married,secondary,no,64,yes,no,cellular,may,278,2,other,No,0.07,No,No,No
676,58,management,single,tertiary,no,2,yes,no,telephone,may,-1,0,unknown_outcome,No,0.02,No,No,No
677,52,blue-collar,married,secondary,no,60,no,yes,cellular,aug,-1,0,unknown_outcome,No,0.045,No,No,No
